campaign_id,advertiser,industry,account_tier,sales_rep,ad_format,platform,quarter,month,impressions,clicks,ctr,cpm,booked_revenue,budget,actual_revenue,delivery_rate,cost_of_sale,gross_margin,margin_pct,deal_status,payment_status
6982,EA Games,Gaming,Growth,Maria G.,Display Banner,CTV,Q1 2025,Feb,134682,2033,0.0151,5.0,673.41,656.49,608.76,0.904,212.46,396.3,65.1,Closed Won,Received
6983,Samsung,Technology,Mid-Market,Alex T.,Video Pre-Roll,Desktop,Q2 2025,May,104277,2262,0.0217,25.11,2618.4,3246.56,2492.72,0.952,954.71,1538.01,61.7,Closed Won,Received
6984,Netflix,Entertainment,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q3 2025,Jul,81470,2036,0.025,19.76,1609.85,1231.48,1688.73,1.049,481.29,1207.44,71.5,Closed Won,Invoiced
6985,Meta,Technology,Growth,Priya S.,Homepage Takeover,Mobile,Q2 2025,Jun,50000,1185,0.0237,48.57,2428.5,2455.01,1906.37,0.785,558.57,1347.8,70.7,Closed Won,Received
6986,Microsoft,Technology,Growth,James L.,Homepage Takeover,Mobile,Q3 2025,Aug,250781,6294,0.0251,38.29,9602.4,14857.13,9275.92,0.966,3005.4,6270.52,67.6,Closed Won,Received
6987,Spotify,Entertainment,Enterprise,Priya S.,Display Banner,Mobile,Q4 2025,Oct,130817,2315,0.0177,26.36,3448.34,2935.9,3506.96,1.017,1280.04,2226.92,63.5,Closed Won,Overdue
6988,Microsoft,Technology,Mid-Market,Sarah K.,Display Banner,Multi-Platform,Q4 2025,Nov,50000,1110,0.0222,29.66,1483.0,2051.87,1213.09,0.818,619.89,593.2,48.9,Renewal Pending,Received
6989,Riot Games,Gaming,Mid-Market,James L.,Display Banner,Desktop,Q3 2025,Sep,172868,1452,0.0084,21.53,3721.85,3597.35,3372.0,0.906,910.44,2461.56,73.0,Renewal Pending,Invoiced
6990,Coca-Cola,CPG,Growth,Maria G.,Sponsored Stream,Mobile,Q3 2025,Jul,410970,11342,0.0276,22.18,9115.31,8278.42,8586.62,0.942,1588.52,6998.1,81.5,In Flight,Pending
6991,Meta,Technology,Mid-Market,David R.,Audio Ad,Desktop,Q3 2025,Jul,57205,1207,0.0211,14.87,850.64,786.34,893.17,1.05,437.65,455.52,51.0,Closed Won,Received
6992,Coca-Cola,CPG,Mid-Market,David R.,Video Pre-Roll,CTV,Q1 2025,Mar,92034,2438,0.0265,31.15,2866.86,2415.76,3010.2,1.05,788.67,2221.53,73.8,In Flight,Pending
6993,Spotify,Entertainment,Mid-Market,Maria G.,Display Banner,Multi-Platform,Q4 2025,Oct,231593,4817,0.0208,18.2,4214.99,3756.49,3447.86,0.818,1713.59,1734.27,50.3,Closed Won,Invoiced
6994,Samsung,Technology,Growth,Sarah K.,Video Pre-Roll,Mobile,Q2 2025,Jun,50000,1014,0.0203,27.98,1399.0,1144.1,1253.5,0.896,594.16,659.34,52.6,In Flight,Pending
6995,Meta,Technology,Enterprise,Maria G.,Sponsored Stream,Mobile,Q1 2025,Jan,106197,3313,0.0312,34.37,3649.99,3691.18,3416.39,0.936,1380.22,2036.17,59.6,Closed Won,Invoiced
6996,Samsung,Technology,Enterprise,Alex T.,Sponsored Stream,Multi-Platform,Q4 2025,Dec,214761,4595,0.0214,34.7,7452.21,7841.41,7191.38,0.965,3394.33,3797.05,52.8,In Flight,Pending
6997,Spotify,Entertainment,Mid-Market,Sarah K.,Audio Ad,Mobile,Q1 2025,Feb,103891,1589,0.0153,18.76,1949.0,2033.59,1824.26,0.936,304.65,1519.61,83.3,Renewal Pending,Invoiced
6998,EA Games,Gaming,Enterprise,James L.,Video Pre-Roll,Mobile,Q2 2025,May,57618,1181,0.0205,33.16,1910.61,1640.24,1612.55,0.844,346.7,1265.85,78.5,Closed Won,Received
6999,Coca-Cola,CPG,Enterprise,Maria G.,Audio Ad,Mobile,Q1 2025,Feb,59869,760,0.0127,24.92,1491.94,1615.92,1254.72,0.841,474.28,780.44,62.2,Closed Won,Received
7000,Samsung,Technology,Growth,Sarah K.,Video Pre-Roll,CTV,Q1 2025,Jan,50000,720,0.0144,28.24,1412.0,1281.67,1125.36,0.797,349.99,775.37,68.9,Closed Won,Received
7001,Intel,Technology,Growth,James L.,Sponsored Stream,Desktop,Q1 2025,Mar,98083,1481,0.0151,27.94,2740.44,3055.76,2077.25,0.758,562.93,1514.32,72.9,Closed Won,Received
7002,Microsoft,Technology,Mid-Market,Maria G.,Video Pre-Roll,Multi-Platform,Q1 2025,Mar,379014,10953,0.0289,28.94,10968.67,12201.22,8720.09,0.795,3758.36,4961.73,56.9,Renewal Pending,Overdue
7003,Meta,Technology,Enterprise,David R.,Interactive Overlay,Mobile,Q3 2025,Aug,1076808,12921,0.012,10.89,11726.44,10267.31,11878.88,1.013,4466.46,7412.42,62.4,Closed Won,Overdue
7004,Toyota,Automotive,Enterprise,Maria G.,Homepage Takeover,Desktop,Q4 2025,Nov,167534,4741,0.0283,48.38,8105.29,7701.72,7918.87,0.977,3603.09,4315.78,54.5,Closed Won,Received
7005,Netflix,Entertainment,Enterprise,Priya S.,Sponsored Stream,Multi-Platform,Q2 2025,May,300919,5567,0.0185,30.34,9129.88,12323.64,8801.2,0.964,2754.78,6046.42,68.7,In Flight,Pending
7006,Apple,Technology,Enterprise,Maria G.,Interactive Overlay,Mobile,Q4 2025,Dec,76675,1288,0.0168,22.33,1712.15,1907.6,1544.36,0.902,537.44,1006.92,65.2,Closed Won,Overdue
7007,Warner Bros,Entertainment,Growth,Priya S.,Video Pre-Roll,Desktop,Q2 2025,May,50000,1320,0.0264,29.0,1450.0,2096.9,1329.65,0.917,670.14,659.51,49.6,Closed Won,Invoiced
7008,Sony,Technology,Enterprise,James L.,Video Pre-Roll,CTV,Q2 2025,Apr,715893,17038,0.0238,31.86,22808.35,23884.67,20504.71,0.899,4552.05,15952.66,77.8,Closed Won,Received
7009,Procter & Gamble,CPG,Mid-Market,Maria G.,Interactive Overlay,Multi-Platform,Q1 2025,Feb,101105,2062,0.0204,13.12,1326.5,1371.5,1051.91,0.793,358.7,693.21,65.9,In Flight,Pending
7010,Sony,Technology,Enterprise,James L.,Display Banner,Multi-Platform,Q3 2025,Aug,289226,5986,0.0207,21.34,6172.08,6544.36,5999.26,0.972,1577.81,4421.45,73.7,Closed Won,Received
7011,Meta,Technology,Growth,James L.,Video Pre-Roll,Multi-Platform,Q2 2025,Jun,184751,3990,0.0216,26.19,4838.63,4226.69,4780.57,0.988,2485.9,2294.67,48.0,In Flight,Pending
7012,EA Games,Gaming,Mid-Market,Sarah K.,Display Banner,Multi-Platform,Q3 2025,Jul,360653,7609,0.0211,17.86,6441.26,6137.07,5333.36,0.828,3152.02,2181.34,40.9,Closed Won,Received
7013,Sony,Technology,Growth,James L.,Homepage Takeover,Desktop,Q4 2025,Dec,349157,7576,0.0217,46.12,16103.12,12426.19,13333.38,0.828,4946.68,8386.7,62.9,Closed Won,Invoiced
7014,Meta,Technology,Growth,James L.,Video Pre-Roll,Mobile,Q3 2025,Jul,203247,3475,0.0171,25.9,5264.1,4947.02,4990.37,0.948,1991.16,2999.21,60.1,Closed Won,Received
7015,Microsoft,Technology,Mid-Market,Maria G.,Video Pre-Roll,Multi-Platform,Q3 2025,Jul,221953,4949,0.0223,25.35,5626.51,5276.65,5328.3,0.947,1811.62,3516.68,66.0,Renewal Pending,Overdue
7016,Intel,Technology,Enterprise,Maria G.,Video Pre-Roll,Mobile,Q4 2025,Nov,429367,9875,0.023,30.6,13138.63,12723.35,12862.72,0.979,4321.87,8540.85,66.4,Closed Won,Received
7017,Coca-Cola,CPG,Mid-Market,David R.,Display Banner,CTV,Q2 2025,May,117271,1254,0.0107,13.88,1627.72,1682.02,1681.43,1.033,601.95,1079.48,64.2,Closed Won,Received
7018,Sony,Technology,Mid-Market,Sarah K.,Interactive Overlay,CTV,Q2 2025,Jun,564949,11073,0.0196,19.96,11276.38,12229.79,9415.78,0.835,2024.39,7391.39,78.5,Renewal Pending,Received
7019,Apple,Technology,Mid-Market,James L.,Audio Ad,Mobile,Q4 2025,Dec,92384,2013,0.0218,20.65,1907.73,1963.09,1741.76,0.913,724.57,1017.19,58.4,Renewal Pending,Invoiced
7020,Red Bull,CPG,Enterprise,Sarah K.,Sponsored Stream,Multi-Platform,Q3 2025,Sep,173037,3979,0.023,30.06,5201.49,5322.25,4369.25,0.84,1096.68,3272.57,74.9,In Flight,Pending
7021,Microsoft,Technology,Enterprise,Priya S.,Video Pre-Roll,Mobile,Q1 2025,Jan,269236,3580,0.0133,29.99,8074.39,8166.71,6830.93,0.846,2151.74,4679.19,68.5,Closed Won,Invoiced
7022,Netflix,Entertainment,Mid-Market,James L.,Audio Ad,Mobile,Q2 2025,Jun,50000,315,0.0063,18.32,916.0,851.05,811.58,0.886,286.49,525.09,64.7,Closed Won,Received
7023,Intel,Technology,Mid-Market,Sarah K.,Homepage Takeover,Multi-Platform,Q3 2025,Jul,491628,18386,0.0374,33.67,16553.11,15977.77,17132.47,1.035,4694.3,12438.17,72.6,Closed Won,Received
7024,Microsoft,Technology,Growth,David R.,Video Pre-Roll,Mobile,Q2 2025,Apr,238165,7216,0.0303,26.66,6349.48,6769.39,6400.28,1.008,2624.11,3776.17,59.0,In Flight,Pending
7025,Meta,Technology,Enterprise,David R.,Audio Ad,Desktop,Q1 2025,Jan,2282490,29215,0.0128,24.12,55053.66,60404.09,50319.05,0.914,15196.35,35122.7,69.8,Closed Won,Invoiced
7026,Nike,Retail,Mid-Market,James L.,Sponsored Stream,Mobile,Q4 2025,Oct,859885,25022,0.0291,46.21,39735.29,38693.91,29722.0,0.748,13582.95,16139.05,54.3,Closed Won,Received
7027,Intel,Technology,Enterprise,Priya S.,Sponsored Stream,Multi-Platform,Q4 2025,Oct,161341,4243,0.0263,42.15,6800.52,7651.42,6467.29,0.951,1700.9,4766.39,73.7,Closed Won,Received
7028,Spotify,Entertainment,Enterprise,David R.,Sponsored Stream,Multi-Platform,Q3 2025,Aug,679063,21322,0.0314,29.19,19821.85,20892.06,18830.76,0.95,6270.64,12560.12,66.7,Closed Won,Invoiced
7029,Riot Games,Gaming,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q3 2025,Jul,320574,5642,0.0176,32.08,10284.01,10984.39,8689.99,0.845,2111.67,6578.32,75.7,In Flight,Pending
7030,Microsoft,Technology,Enterprise,Priya S.,Video Pre-Roll,CTV,Q4 2025,Oct,195807,3485,0.0178,28.73,5625.54,4357.08,5546.78,0.986,2484.96,3061.82,55.2,In Flight,Pending
7031,Adobe,Technology,Enterprise,Sarah K.,Sponsored Stream,Mobile,Q1 2025,Feb,50000,1580,0.0316,28.17,1408.5,1662.73,1188.77,0.844,379.22,809.55,68.1,In Flight,Pending
7032,Nike,Retail,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q2 2025,May,52113,807,0.0155,29.53,1538.9,1700.66,1517.36,0.986,446.1,1071.26,70.6,Closed Won,Received
7033,Sony,Technology,Enterprise,Maria G.,Display Banner,Multi-Platform,Q3 2025,Aug,163324,2498,0.0153,24.38,3981.84,4266.27,3738.95,0.939,1237.59,2501.36,66.9,Renewal Pending,Invoiced
7034,Meta,Technology,Enterprise,Alex T.,Sponsored Stream,Desktop,Q4 2025,Dec,109503,2715,0.0248,39.01,4271.71,4516.68,3430.18,0.803,1162.83,2267.35,66.1,Closed Won,Received
7035,Spotify,Entertainment,Enterprise,Alex T.,Sponsored Stream,Desktop,Q1 2025,Mar,194882,5632,0.0289,28.05,5466.44,4880.85,4870.6,0.891,1904.4,2966.2,60.9,Closed Won,Received
7036,Intel,Technology,Enterprise,David R.,Display Banner,Multi-Platform,Q4 2025,Oct,487914,7660,0.0157,23.08,11261.06,11615.65,10495.31,0.932,4240.11,6255.2,59.6,Closed Won,Invoiced
7037,Samsung,Technology,Enterprise,Sarah K.,Sponsored Stream,Multi-Platform,Q3 2025,Jul,325125,7900,0.0243,31.66,10293.46,12238.15,9717.03,0.944,3255.21,6461.82,66.5,Closed Won,Received
7038,Disney,Entertainment,Mid-Market,Sarah K.,Interactive Overlay,Multi-Platform,Q2 2025,Apr,93243,1780,0.0191,16.74,1560.89,1332.15,1565.57,1.003,541.69,1023.88,65.4,Closed Won,Invoiced
7039,Toyota,Automotive,Enterprise,James L.,Sponsored Stream,Multi-Platform,Q2 2025,Apr,341112,6822,0.02,35.44,12089.01,11718.28,12246.17,1.013,1836.93,10409.24,85.0,Closed Won,Received
7040,Nike,Retail,Enterprise,Maria G.,Video Pre-Roll,Mobile,Q1 2025,Feb,78335,1739,0.0222,27.61,2162.83,2058.93,1948.71,0.901,594.36,1354.35,69.5,Renewal Pending,Invoiced
7041,Riot Games,Gaming,Mid-Market,Sarah K.,Video Pre-Roll,CTV,Q4 2025,Dec,65264,1879,0.0288,29.47,1923.33,1784.0,1856.01,0.965,915.01,941.0,50.7,Renewal Pending,Invoiced
7042,Apple,Technology,Mid-Market,Priya S.,Display Banner,Mobile,Q4 2025,Nov,220865,3003,0.0136,14.87,3284.26,3854.06,3445.19,1.049,1360.85,2084.34,60.5,Closed Won,Invoiced
7043,Samsung,Technology,Growth,Maria G.,Video Pre-Roll,Desktop,Q2 2025,Jun,84829,2544,0.03,30.38,2577.11,2579.24,2162.2,0.839,525.41,1636.79,75.7,Closed Won,Overdue
7044,PepsiCo,CPG,Growth,Alex T.,Video Pre-Roll,CTV,Q4 2025,Nov,97394,2600,0.0267,32.61,3176.02,2891.1,2766.31,0.871,860.32,1905.99,68.9,Closed Won,Invoiced
7045,Samsung,Technology,Mid-Market,Maria G.,Video Pre-Roll,Mobile,Q4 2025,Oct,360474,9156,0.0254,19.57,7054.48,7641.6,5558.93,0.788,1612.09,3946.84,71.0,Closed Won,Invoiced
7046,PepsiCo,CPG,Mid-Market,Priya S.,Display Banner,CTV,Q3 2025,Sep,275435,3911,0.0142,20.23,5572.05,5374.28,4842.11,0.869,2212.84,2629.27,54.3,Closed Won,Received
7047,Nike,Retail,Mid-Market,David R.,Audio Ad,Mobile,Q3 2025,Jul,120880,1438,0.0119,15.99,1932.87,1814.52,1809.17,0.936,808.7,1000.47,55.3,Closed Won,Received
7048,Unilever,CPG,Mid-Market,Priya S.,Video Pre-Roll,Mobile,Q2 2025,Jun,50000,1569,0.0314,29.88,1494.0,1811.34,1121.99,0.751,305.18,816.81,72.8,In Flight,Pending
7049,Coca-Cola,CPG,Enterprise,Priya S.,Sponsored Stream,Desktop,Q3 2025,Sep,90388,2621,0.029,30.47,2754.12,3143.59,2630.18,0.955,923.19,1706.99,64.9,Closed Won,Overdue
7050,Intel,Technology,Enterprise,David R.,Sponsored Stream,Mobile,Q1 2025,Jan,769627,18701,0.0243,26.98,20764.54,28608.12,18314.32,0.882,4340.49,13973.83,76.3,Closed Won,Received
7051,Toyota,Automotive,Enterprise,David R.,Video Pre-Roll,Desktop,Q3 2025,Jul,352650,11108,0.0315,37.65,13277.27,12925.59,12148.7,0.915,3486.68,8662.02,71.3,In Flight,Pending
7052,Riot Games,Gaming,Growth,David R.,Audio Ad,Desktop,Q1 2025,Jan,508323,9200,0.0181,25.86,13145.23,10720.33,10857.96,0.826,3159.67,7698.29,70.9,In Flight,Pending
7053,Spotify,Entertainment,Mid-Market,David R.,Homepage Takeover,Multi-Platform,Q4 2025,Nov,199749,3975,0.0199,37.07,7404.7,8075.46,6753.09,0.912,1890.87,4862.22,72.0,Closed Won,Received
7054,Coca-Cola,CPG,Mid-Market,David R.,Display Banner,Desktop,Q4 2025,Dec,122904,1585,0.0129,24.86,3055.39,3127.71,3208.16,1.05,1241.56,1966.6,61.3,Closed Won,Received
7055,Unilever,CPG,Mid-Market,Priya S.,Sponsored Stream,Mobile,Q2 2025,Jun,335760,9602,0.0286,25.7,8629.03,7693.51,7662.58,0.888,3716.35,3946.23,51.5,Renewal Pending,Invoiced
7056,Warner Bros,Entertainment,Mid-Market,James L.,Video Pre-Roll,Mobile,Q2 2025,Jun,453826,13841,0.0305,17.47,7928.34,7683.21,5890.76,0.743,2026.42,3864.34,65.6,In Flight,Pending
7057,Netflix,Entertainment,Enterprise,James L.,Sponsored Stream,CTV,Q3 2025,Jul,110880,4080,0.0368,37.59,4167.98,4719.41,4238.84,1.017,1038.52,3200.32,75.5,Closed Won,Received
7058,Intel,Technology,Enterprise,Sarah K.,Video Pre-Roll,Desktop,Q3 2025,Sep,91990,2124,0.0231,25.01,2300.67,1944.52,2215.55,0.963,821.97,1393.58,62.9,In Flight,Pending
7059,Procter & Gamble,CPG,Growth,James L.,Interactive Overlay,Multi-Platform,Q2 2025,Jun,50000,1205,0.0241,24.37,1218.5,1190.31,1130.77,0.928,419.52,711.25,62.9,Closed Won,Received
7060,Meta,Technology,Mid-Market,Alex T.,Display Banner,Multi-Platform,Q3 2025,Jul,90152,1072,0.0119,21.49,1937.37,1992.9,1869.56,0.965,618.82,1250.74,66.9,In Flight,Pending
7061,Warner Bros,Entertainment,Mid-Market,James L.,Sponsored Stream,Desktop,Q2 2025,Apr,277932,5725,0.0206,29.44,8182.32,8331.73,7585.01,0.927,4065.57,3519.44,46.4,Closed Won,Overdue
7062,EA Games,Gaming,Growth,Priya S.,Video Pre-Roll,Mobile,Q1 2025,Mar,101011,1474,0.0146,25.8,2606.08,2433.53,2736.38,1.05,1023.41,1712.97,62.6,Closed Won,Invoiced
7063,Procter & Gamble,CPG,Enterprise,David R.,Sponsored Stream,Multi-Platform,Q1 2025,Feb,342965,9225,0.0269,34.51,11835.72,12776.12,11599.01,0.98,4720.8,6878.21,59.3,In Flight,Pending
7064,Spotify,Entertainment,Growth,David R.,Sponsored Stream,Multi-Platform,Q1 2025,Jan,785236,24577,0.0313,23.35,18335.26,15426.0,16190.03,0.883,2428.5,13761.53,85.0,In Flight,Pending
7065,Riot Games,Gaming,Mid-Market,Priya S.,Display Banner,CTV,Q4 2025,Nov,166018,3137,0.0189,29.67,4925.75,4279.41,5117.85,1.039,1299.93,3817.92,74.6,Closed Won,Invoiced
7066,Apple,Technology,Mid-Market,Alex T.,Sponsored Stream,Desktop,Q4 2025,Nov,160650,4080,0.0254,33.72,5417.12,5411.61,5687.98,1.05,2280.88,3407.1,59.9,Closed Won,Invoiced
7067,Coca-Cola,CPG,Mid-Market,James L.,Display Banner,Mobile,Q2 2025,May,252429,5326,0.0211,25.48,6431.89,6384.69,6386.87,0.993,2414.24,3972.63,62.2,Closed Won,Received
7068,Procter & Gamble,CPG,Enterprise,Priya S.,Interactive Overlay,Mobile,Q3 2025,Aug,102793,3679,0.0358,20.39,2095.95,2332.79,1997.44,0.953,623.2,1374.24,68.8,Closed Won,Received
7069,Disney,Entertainment,Enterprise,Sarah K.,Display Banner,Desktop,Q1 2025,Jan,96968,1047,0.0108,21.71,2105.18,2279.52,1793.61,0.852,708.48,1085.13,60.5,Closed Won,Invoiced
7070,Spotify,Entertainment,Mid-Market,David R.,Interactive Overlay,Mobile,Q3 2025,Sep,99309,883,0.0089,19.32,1918.65,2221.3,1870.68,0.975,828.71,1041.97,55.7,In Flight,Pending
7071,Coca-Cola,CPG,Growth,Maria G.,Interactive Overlay,CTV,Q1 2025,Mar,65090,1477,0.0227,20.88,1359.08,1393.2,1292.49,0.951,391.62,900.87,69.7,Closed Won,Invoiced
7072,Sony,Technology,Growth,Sarah K.,Display Banner,Mobile,Q3 2025,Jul,334311,6819,0.0204,27.05,9043.11,8975.96,8301.57,0.918,2390.85,5910.72,71.2,In Flight,Pending
7073,Adobe,Technology,Enterprise,Alex T.,Video Pre-Roll,Multi-Platform,Q4 2025,Oct,109396,1673,0.0153,31.81,3479.89,4300.46,3396.37,0.976,1100.42,2295.95,67.6,In Flight,Pending
7074,Intel,Technology,Mid-Market,Sarah K.,Display Banner,Multi-Platform,Q1 2025,Feb,395976,7602,0.0192,17.36,6874.14,6349.25,6372.33,0.927,2548.93,3823.4,60.0,Closed Won,Invoiced
7075,Disney,Entertainment,Enterprise,Priya S.,Interactive Overlay,Mobile,Q4 2025,Nov,248556,4797,0.0193,25.9,6437.6,7188.88,6205.85,0.964,1818.31,4387.54,70.7,In Flight,Pending
7076,PepsiCo,CPG,Enterprise,James L.,Video Pre-Roll,Multi-Platform,Q1 2025,Jan,159815,3947,0.0247,17.42,2783.98,2652.88,2792.33,1.003,1214.66,1577.67,56.5,Renewal Pending,Received
7077,Warner Bros,Entertainment,Mid-Market,David R.,Homepage Takeover,Desktop,Q2 2025,Jun,311048,6967,0.0224,30.23,9402.98,8572.56,7654.03,0.814,2311.52,5342.51,69.8,Closed Won,Invoiced
7078,Coca-Cola,CPG,Mid-Market,Alex T.,Interactive Overlay,Multi-Platform,Q1 2025,Feb,76514,1231,0.0161,15.55,1189.79,1028.48,997.04,0.838,293.13,703.91,70.6,Renewal Pending,Received
7079,Samsung,Technology,Enterprise,Alex T.,Display Banner,Desktop,Q2 2025,Apr,87175,828,0.0095,34.19,2980.51,2633.78,2524.49,0.847,1476.83,1047.66,41.5,In Flight,Pending
7080,Samsung,Technology,Enterprise,Maria G.,Sponsored Stream,Desktop,Q1 2025,Jan,288046,8151,0.0283,32.29,9301.01,7758.62,9766.06,1.05,2216.9,7549.16,77.3,Closed Won,Invoiced
7081,Coca-Cola,CPG,Growth,Sarah K.,Video Pre-Roll,CTV,Q2 2025,Apr,50000,995,0.0199,28.47,1423.5,1296.61,1382.22,0.971,591.59,790.63,57.2,Closed Won,Invoiced
7082,Riot Games,Gaming,Enterprise,Maria G.,Video Pre-Roll,Mobile,Q2 2025,May,164668,4001,0.0243,21.66,3566.71,3496.34,3488.24,0.978,589.51,2898.73,83.1,In Flight,Pending
7083,Disney,Entertainment,Mid-Market,James L.,Sponsored Stream,Multi-Platform,Q2 2025,Apr,261032,6551,0.0251,27.69,7227.98,7662.61,7300.26,1.01,3036.91,4263.35,58.4,Closed Won,Invoiced
7084,Intel,Technology,Mid-Market,James L.,Video Pre-Roll,Mobile,Q3 2025,Sep,464495,7942,0.0171,30.68,14250.71,14457.93,11913.59,0.836,7374.51,4539.08,38.1,In Flight,Pending
7085,Riot Games,Gaming,Enterprise,Maria G.,Video Pre-Roll,Mobile,Q4 2025,Oct,547098,12802,0.0234,46.58,25483.82,21315.82,19291.25,0.757,8796.81,10494.44,54.4,In Flight,Pending
7086,Procter & Gamble,CPG,Enterprise,David R.,Interactive Overlay,Mobile,Q2 2025,May,146645,3255,0.0222,17.58,2578.02,2640.71,2358.89,0.915,1141.7,1217.19,51.6,Closed Won,Received
7087,Samsung,Technology,Mid-Market,James L.,Display Banner,Mobile,Q1 2025,Mar,301405,6118,0.0203,8.92,2688.53,2690.19,2667.02,0.992,906.79,1760.23,66.0,Closed Won,Received
7088,Nike,Retail,Growth,Maria G.,Audio Ad,Mobile,Q2 2025,Jun,85521,1924,0.0225,14.12,1207.56,1025.84,1091.63,0.904,484.68,606.95,55.6,Closed Won,Received
7089,Toyota,Automotive,Mid-Market,Sarah K.,Audio Ad,CTV,Q4 2025,Oct,114143,1130,0.0099,19.14,2184.7,2247.63,1769.61,0.81,663.6,1106.01,62.5,Closed Won,Invoiced
7090,Disney,Entertainment,Mid-Market,Maria G.,Video Pre-Roll,Multi-Platform,Q3 2025,Jul,486079,12054,0.0248,22.19,10786.09,11923.29,9146.6,0.848,5058.07,4088.53,44.7,Renewal Pending,Received
7091,Nike,Retail,Growth,Maria G.,Video Pre-Roll,Multi-Platform,Q3 2025,Sep,157641,1875,0.0119,30.54,4814.36,4238.06,3976.66,0.826,950.42,3026.24,76.1,Closed Won,Received
7092,Disney,Entertainment,Growth,Priya S.,Sponsored Stream,Multi-Platform,Q1 2025,Jan,184931,5418,0.0293,29.71,5494.3,6100.04,4785.54,0.871,2244.42,2541.12,53.1,Closed Won,Received
7093,Sony,Technology,Mid-Market,James L.,Display Banner,Mobile,Q2 2025,May,71217,1459,0.0205,12.36,880.24,839.56,727.96,0.827,286.09,441.87,60.7,Closed Won,Received
7094,Disney,Entertainment,Mid-Market,David R.,Video Pre-Roll,CTV,Q2 2025,Jun,228217,2190,0.0096,33.08,7549.42,7347.66,7036.06,0.932,1822.34,5213.72,74.1,Renewal Pending,Received
7095,Intel,Technology,Mid-Market,David R.,Sponsored Stream,Mobile,Q4 2025,Oct,297521,6932,0.0233,42.47,12635.72,12174.45,11068.89,0.876,3575.25,7493.64,67.7,Closed Won,Received
7096,Coca-Cola,CPG,Mid-Market,Priya S.,Video Pre-Roll,CTV,Q4 2025,Dec,290226,5369,0.0185,22.47,6521.38,9189.84,6332.26,0.971,1203.13,5129.13,81.0,Renewal Pending,Invoiced
7097,Coca-Cola,CPG,Mid-Market,Alex T.,Interactive Overlay,Mobile,Q1 2025,Jan,61753,1191,0.0193,23.89,1475.28,1348.94,1242.19,0.842,186.33,1055.86,85.0,In Flight,Pending
7098,PepsiCo,CPG,Mid-Market,David R.,Video Pre-Roll,Multi-Platform,Q3 2025,Jul,362201,7352,0.0203,25.15,9109.36,9174.86,8562.8,0.94,1969.44,6593.36,77.0,Renewal Pending,Received
7099,Spotify,Entertainment,Enterprise,Maria G.,Video Pre-Roll,CTV,Q2 2025,May,73241,1669,0.0228,24.29,1779.02,1656.51,1631.36,0.917,507.35,1124.01,68.9,Closed Won,Received
7100,Apple,Technology,Mid-Market,Priya S.,Video Pre-Roll,Multi-Platform,Q2 2025,Apr,159351,4445,0.0279,18.72,2983.05,2813.95,2839.86,0.952,1016.67,1823.19,64.2,Closed Won,Invoiced
7101,Samsung,Technology,Enterprise,Sarah K.,Audio Ad,Multi-Platform,Q4 2025,Oct,50000,670,0.0134,23.74,1187.0,1143.64,1143.08,0.963,250.33,892.75,78.1,Closed Won,Invoiced
7102,Microsoft,Technology,Enterprise,James L.,Sponsored Stream,Multi-Platform,Q3 2025,Jul,140987,2833,0.0201,28.39,4002.62,4202.94,3886.54,0.971,1235.92,2650.62,68.2,Closed Won,Overdue
7103,Samsung,Technology,Enterprise,James L.,Interactive Overlay,Multi-Platform,Q2 2025,May,72920,1458,0.02,21.74,1585.28,1662.31,1563.09,0.986,584.6,978.49,62.6,In Flight,Pending
7104,Toyota,Automotive,Mid-Market,James L.,Display Banner,Mobile,Q2 2025,Apr,113654,1557,0.0137,28.73,3265.28,3286.69,3144.46,0.963,918.18,2226.28,70.8,Closed Won,Received
7105,Warner Bros,Entertainment,Mid-Market,Maria G.,Display Banner,Mobile,Q4 2025,Oct,170745,2492,0.0146,20.46,3493.44,3423.01,3297.81,0.944,798.07,2499.74,75.8,Closed Won,Received
7106,Toyota,Automotive,Enterprise,Sarah K.,Video Pre-Roll,Mobile,Q3 2025,Jul,315457,6277,0.0199,21.97,6930.59,7302.12,6008.82,0.867,1664.44,4344.38,72.3,In Flight,Pending
7107,Apple,Technology,Mid-Market,Priya S.,Display Banner,Desktop,Q3 2025,Sep,306913,5156,0.0168,16.35,5018.03,4507.95,4957.81,0.988,2399.58,2558.23,51.6,Closed Won,Invoiced
7108,Meta,Technology,Mid-Market,Priya S.,Homepage Takeover,Mobile,Q2 2025,May,50000,1675,0.0335,38.21,1910.5,1988.74,1650.67,0.864,292.17,1358.5,82.3,Closed Won,Received
7109,Apple,Technology,Enterprise,James L.,Sponsored Stream,Mobile,Q2 2025,Jun,280030,5236,0.0187,29.76,8333.69,9444.15,7475.32,0.897,3476.02,3999.3,53.5,Closed Won,Invoiced
7110,Disney,Entertainment,Mid-Market,Sarah K.,Video Pre-Roll,Mobile,Q4 2025,Nov,191955,4856,0.0253,34.26,6576.38,6137.96,5596.5,0.851,2725.5,2871.0,51.3,In Flight,Pending
